"gvkey","tic","conm","PC1","PC2","PC3","prccq","growth","big_growth"
2558,"CNA","CNA FINANCIAL CORP",-1.18448871842002,-0.194011364805344,0.089626516669872,44.15,-0.167766258246937,"NO"
2573,"CSPI","CSP INC",1.63117122631629,0.309412859644142,-0.0488268186940308,9.81,-0.37963220600511,"NO"
2574,"CSX","CSX CORP",-7.9554857118012,-0.439304274083201,-8.44499255941101,62.13,0.129431012543174,"NO"
2577,"CTS","CTS CORP",1.44492845740661,0.307525234765143,-0.0730614578905719,25.89,0.00543689320388352,"NO"
2581,"CVV","CVD EQUIPMENT CORP",1.58855477274141,0.244033665718415,-0.0873808360963937,3.55,-0.694492254733219,"NO"
2593,"CBT","CABOT CORP",1.44872883090492,0.20629145460338,0.0662869952224394,42.94,-0.302808897548303,"NO"
2596,"CACI","CACI INTL INC  -CL A",0.906893043433686,-1.60638570954997,-0.27145469688954,144.03,0.0882508500188894,"NO"
2615,"CAMP","CALAMP CORP",1.5250109325927,0.316126236340032,-0.223638623991136,17.7,-0.225382932166302,"NO"
2628,"CWT","CALIFORNIA WATER SERVICE GP",1.36330231216591,0.210219075889864,-0.00801090529114711,47.66,0.0509371554575523,"NO"
2663,"CPB","CAMPBELL SOUP CO",0.346058697182086,-0.106182935930981,-0.447610237478283,37.41,-0.2102596580114,"NO"
2710,"STZ","CONSTELLATION BRANDS",-1.45979597133933,-1.60887963738857,-1.18674701286,195.76,-0.100326301760191,"NO"
2721,"CAJ","CANON INC",-6.0964055475326,0.609858706861222,-0.627641846254778,27.6,-0.262032085561497,"NO"
2735,"CPTP","CAPITAL PROPERTIES INC",1.56814619755376,0.177117055746224,0.0839055009005406,15.25,0.0900643316654753,"NO"
2751,"CAH","CARDINAL HEALTH INC",-5.40736112199971,-0.249927485675014,-2.52050038439988,44.6,-0.272074424677656,"NO"
2771,"CSL","CARLISLE COS INC",0.629229505006948,-0.829867812133208,-0.367722154098242,100.52,-0.115530136383634,"NO"
2787,"CRS","CARPENTER TECHNOLOGY CORP",1.21462405117698,-0.202326292635489,-0.469361485548608,35.61,-0.30162777015101,"NO"
2807,"CASY","CASEYS GENERAL STORES INC",1.05784817884303,-0.597656544760213,-0.231087331080876,126.11,0.10072444793576,"NO"
2817,"CAT","CATERPILLAR INC",-3.90633379082246,0.038222128081808,3.63947606503701,127.07,-0.193615941109278,"NO"
2818,"CATO","CATO CORP  -CL A",1.4607489762978,0.228937140922437,-0.250198548949857,19.28,0.499222395023328,"YES"
2820,"CVCO","CAVCO INDUSTRIES INC",1.39319380751684,-0.913373646526352,-0.291156690309149,130.38,-0.145609436435125,"NO"
2884,"CTL","CENTURYLINK INC",-5.16706306010978,0.472059844481184,-0.872175481412152,15.15,-0.0917266187050359,"NO"
2940,"MGLN","MAGELLAN HEALTH INC",0.9279698233138,-0.780589988716998,-0.0365179440283103,56.89,-0.410771620921802,"NO"
2942,"CMD","CANTEL MEDICAL CORP",1.42062264665594,-0.0790866253665676,-0.196324616995357,79.15,-0.193005709624796,"NO"
2960,"CHE","CHEMED CORP",1.10028903570676,-1.77847024022151,0.049080970716143,283.28,0.165665377335199,"NO"
2968,"JPM","JPMORGAN CHASE & CO",-81.3618076377328,7.76776843320504,40.8119754323413,97.62,-0.0871516738357957,"NO"
2986,"CPK","CHESAPEAKE UTILITIES CORP",1.33177069635404,-0.479276763211775,-0.0174559585419042,81.3,0.0350095480585614,"NO"
2991,"CVX","CHEVRON CORP",-23.0377945327477,0.715478756152493,-7.4417808478212,108.79,-0.13100087866443,"NO"
2999,"CVR","CHICAGO RIVET & MACHINE CO",1.52166990115439,-0.0534957546727732,-0.185305916008217,31.5,-0.00943396226415097,"NO"
3007,"EAT","BRINKER INTL INC",1.23510611219741,-0.0660884361664885,-0.157917677206332,43.98,0.132337796086509,"NO"
3026,"CHD","CHURCH & DWIGHT INC",-0.153746946060587,-0.134903257986681,-0.868872809351754,65.76,0.310743472194539,"YES"
3028,"CHDN","CHURCHILL DOWNS INC",0.968346879408203,-2.50446252271398,-0.00527217883065997,243.94,0.0483025354533735,"NO"
3036,"CBB","CINCINNATI BELL INC",1.37300852027445,0.361898263234303,0.146373900918616,7.78,-0.626858513189448,"NO"
3062,"CTAS","CINTAS CORP",0.503389199210174,-0.787125900782549,-0.262891296454137,187.38,0.190167682926829,"NO"
3107,"CLF","CLEVELAND-CLIFFS INC",0.317022653549488,0.346422505436098,-0.571625780272392,7.69,0.0665742024965326,"NO"
3121,"CLX","CLOROX CO/DE",0.468652630339888,-0.967215372297047,-0.592261792823398,154.14,0.0363049616780959,"NO"
3138,"COKE","COCA COLA CONSOLIDATED INC",1.01652489774976,-1.88182130308515,-0.250479095318794,177.38,-0.175973241661247,"NO"
3144,"KO","COCA-COLA CO",-10.0696607070681,1.78384251354179,8.80520015800807,47.35,0.0320401046207498,"NO"
3153,"CDE","COEUR MINING INC",1.06257724647799,0.541202734243601,-0.0931131689383789,4.47,-0.404,"NO"
3157,"COHR","COHERENT INC",1.22799697511625,-1.62983819811773,-0.0322539792358217,105.71,-0.625434058535894,"NO"
3158,"COHU","COHU INC",1.46491160478781,0.161086077956486,-0.0689197022266264,16.07,-0.267881548974943,"NO"
3170,"CL","COLGATE-PALMOLIVE CO",-3.43425389996156,0.118368365405054,-0.492314425704617,59.52,-0.211133200795229,"NO"
3203,"CCF","CHASE CORP",1.54090971651395,-0.418052370916544,-0.293543869575618,112.67,-0.107917656373713,"NO"
3221,"AON","AON PLC",-0.711987044093813,-0.627302501139455,0.329374202286733,145.36,0.0847761194029852,"NO"
3226,"CMCSA","COMCAST CORP",-42.1729943908377,1.71563119620392,-31.0029989344922,34.05,-0.149812734082397,"NO"
3231,"CMA","COMERICA INC",-0.679163414556322,-0.420230878749052,0.562080604850517,68.69,-0.208731712936298,"NO"
3238,"CBSH","COMMERCE BANCSHARES INC",0.631506306978593,-0.336010564660241,0.158202545270882,56.37,0.00949140401146121,"NO"
3243,"C","CITIGROUP INC",-28.000940807422,7.03572286049933,80.4796905834891,52.06,-0.300362854455046,"NO"
3246,"CMC","COMMERCIAL METALS",1.16362607454274,0.280301366671376,-0.264926613595087,19.27,-0.0287298387096774,"NO"
3275,"JCS","COMMUNICATIONS SYSTEMS INC",1.59409290552295,0.544133809419003,-0.0781251925307004,2.03,-0.429775280898876,"NO"
3278,"CAR","AVIS BUDGET GROUP INC",0.0917866062948828,-0.31399614157927,-0.33797721949208,22.48,-0.487693710118505,"NO"
3336,"DXC","DXC TECHNOLOGY CO",-2.05945565330387,-0.369976750045376,-1.20435828606746,53.17,-0.43972602739726,"NO"
3342,"CTG","COMPUTER TASK GROUP INC",1.53957142247784,0.358054596506101,0.032787201618737,4.08,-0.2,"NO"
3358,"CMTL","COMTECH TELECOMMUN",1.53300545696871,0.306709224898997,-0.151276657924647,27.92,0.298000929800093,"NO"
3362,"CAG","CONAGRA BRANDS INC",-0.2837247050885,0.252588116253662,-0.421810366748005,32.34,-0.133672649343691,"NO"
3382,"SSTK","SHUTTERSTOCK INC",1.50346758325585,0.238739357905052,-0.0653657649429151,36.01,-0.163141993957704,"NO"
3410,"TCI","TRANSCONTINENTAL RLTY INVS",1.58693635178229,0.722723771116212,0.102621881879212,28.32,-0.0957854406130268,"NO"
3413,"ED","CONSOLIDATED EDISON INC",-2.26930423268594,-0.47754695067683,-0.703788643855681,76.46,-0.0999411418481461,"NO"
3424,"BH","BIGLARI HOLDINGS INC",0.613050811921593,-9.62456179051982,0.0915749542642968,113.58,-0.725916988416988,"NO"
3429,"CTO","CONSOLIDATED TOMOKA LAND CO",1.39255669824262,-0.888210389652778,-0.00171841633558568,52.5,-0.173228346456693,"NO"
3439,"CMS","CMS ENERGY CORP",-0.085941545469939,0.131991423732014,0.280687704423709,49.65,0.0496828752642706,"NO"
3465,"CUO","CONTINENTAL MATERIALS CORP",1.54430469177143,0.211020903104549,-0.194513751298741,10.811,-0.431,"NO"
3469,"CLR","CONTINENTAL RESOURCES INC",-0.620964997169617,0.087457250072827,-1.64308045718771,40.19,-0.241268642627903,"NO"
3502,"CTB","COOPER TIRE & RUBBER CO",1.12806325823666,0.0831682674328538,-0.0597794993471621,32.33,-0.0854314002828855,"NO"
3504,"COO","COOPER COS INC (THE)",0.680429005310427,-1.59987102360003,-0.261900609155115,258.31,0.0751269458087073,"NO"
3505,"TAP","MOLSON COORS BREWING CO",-2.43292369005274,-0.80424414002014,-1.69129121378034,56.16,-0.315706104544901,"NO"
3532,"GLW","CORNING INC",-1.77241206474393,0.964461830768724,4.70670801449126,30.21,-0.0556423882463269,"NO"
3533,"CNIG","CORNING NATURAL GAS HLDG CP",1.63920229253686,0.151954154677584,-0.127322810094265,18.5,-0.0512820512820513,"NO"
3562,"CUZ","COUSINS PROPERTIES INC",0.674016881468007,0.761343013156745,0.257986406619974,7.9,-0.145945945945946,"NO"
3570,"CBRL","CRACKER BARREL OLD CTRY STOR",1.12216838365559,-1.98149981223584,-0.120694347815233,158.68,0.0163325433933261,"NO"
3580,"CR","CRANE CO",1.00248671736327,-0.36378068813673,-0.0794476976689467,72.18,-0.190988567585743,"NO"
3581,"CRD.A","CRAWFORD & CO",1.38524531375648,0.29699696325598,0.022434115358707,8.9,-0.0748440748440747,"NO"
3592,"OMF","ONEMAIN HOLDINGS INC",0.343782785786775,0.175323557313104,0.37630907485301,24.29,-0.0654097729896114,"NO"
3619,"CCK","CROWN HOLDINGS INC",0.40289034200608,0.00365383459983575,0.0626093491809633,41.57,-0.260977777777778,"NO"
3622,"CRWS","CROWN CRAFTS INC",1.58120002286488,0.369111799886076,-0.330649471336279,5.4,-0.162790697674419,"NO"
3639,"CUB","CUBIC CORP",1.5219881008704,0.409917410570104,-0.228716177655343,53.74,-0.0883799830364716,"NO"
3643,"CFR","CULLEN/FROST BANKERS INC",0.357298489111374,-0.874841386327837,0.353213130097124,87.94,-0.070892762810354,"NO"
3647,"CULP","CULP INC",1.54721508875494,0.13913251564646,-0.329530346366867,23.15,-0.269716088328076,"NO"
3650,"CMI","CUMMINS INC",-1.10905339515959,-1.27326526805589,0.29871591616047,133.64,-0.243432971014493,"NO"
3662,"CW","CURTISS-WRIGHT CORP",0.940195860366491,-0.801513311430731,-0.264860671172133,102.12,-0.161920393926959,"NO"
3691,"GTBP","GT BIOPHARMA INC",1.73836346131078,1.38843935817725,-0.1136747749368,0.65,-0.853932584269663,"NO"
3708,"WEN","WENDY'S CO",0.580464690393329,0.274371386199342,-0.162870602715437,15.61,-0.0493300852618759,"NO"
3734,"DAN","DANA INC",0.82497443580818,0.287414454593722,0.229583512718622,13.63,-0.574195563886285,"NO"
3735,"DHR","DANAHER CORP",-4.93353406480979,-0.0655865804679317,-1.86465848247998,103.12,0.110967463908641,"NO"
3761,"DAIO","DATA I/O CORP",1.56806829595368,0.291527494044609,-0.0762864069079306,5,-0.584717607973422,"NO"
3806,"DWSN","DAWSON GEOPHYSICAL CO",1.62878344356154,0.644716184893569,-0.310392398625515,3.38,-0.319919517102616,"NO"
3813,"TGT","TARGET CORP",-4.37185817094491,-0.0935469943739767,-1.0216453094687,83.63,0.4164972899729,"YES"
3835,"DE","DEERE & CO",-4.78229544052464,-0.719596354105326,-0.610309351178103,135.44,0.0192655027092113,"NO"
3851,"DAL","DELTA AIR LINES INC",-5.73572520872926,0.0847793300642748,-0.881232920737234,49.9,-0.108928571428571,"NO"
3863,"DLX","DELUXE CORP",0.972509188800644,-0.676958656381618,-0.367395224999385,38.44,-0.499739718896408,"NO"
3897,"DTE","DTE ENERGY CO",-1.26052863318419,-0.88817775783672,-0.496807634842199,110.3,0.00767403617759915,"NO"
3905,"ATGE","ADTALEM GLOBAL EDUCATION INC",1.48737197020798,0.279514009614009,0.0756142701364302,47.32,0.125326991676576,"NO"
3937,"PYX","PYXUS INTERNATIONAL INC",1.29316516960204,-1.08990011952169,-0.354736019541345,11.86,-0.104905660377359,"NO"
3946,"DBD","DIEBOLD NIXDORF INC",1.35623796030432,0.810287262792961,0.284268662661164,2.49,-0.847706422018349,"NO"
3962,"NSYS","NORTECH SYSTEMS INC",1.63003044377381,0.651339814280372,-0.0977771193000089,3.55,-0.0803108808290156,"NO"
3964,"DDS","DILLARDS INC  -CL A",1.04873927044948,-0.195771305681024,-0.220580291627953,70.42,0.386220472440945,"YES"
3969,"DIOD","DIODES INC",1.42448246533113,0.322317379552208,0.0246903148666751,32.26,0.12521799790722,"NO"
3980,"DIS","DISNEY (WALT) CO",-13.5111641769522,-0.0631728501110797,-6.45377735080285,109.65,0.0199051251046414,"NO"
4001,"DXYN","DIXIE GROUP INC",1.57002751944586,0.526388746857271,-0.185959030485108,0.7094,-0.81574025974026,"NO"
4016,"DG","DOLLAR GENERAL CORP",-0.999271015652444,-0.297625012536144,-0.656699352458646,111.38,0.377783275606135,"YES"
4029,"D","DOMINION ENERGY INC",-5.04441438124082,-0.300487008700108,-2.26676428212191,71.46,-0.118430792005922,"NO"
4036,"DCI","DONALDSON CO INC",1.16205882464588,0.0634238517351306,-0.272769730578064,51.28,0.0862105486125821,"NO"
4040,"RRD","DONNELLEY (R R) & SONS CO",0.984052457932761,0.48061982365637,0.0159238076203718,3.96,-0.574193548387097,"NO"
4045,"DMLP","DORCHESTER MINERALS  -LP",1.50746547991269,0.0681419903962788,-0.179971015383632,14.64,-0.0368421052631578,"NO"
